date,location,people_vaccinated,people_fully_vaccinated
2022-01-31,Mississippi,1726984,1488070
2022-02-01,Mississippi,1730566,1492435
2022-02-02,Mississippi,1731580,1493616
2022-02-03,Mississippi,1732662,1494974
2022-02-04,Mississippi,1733827,1496355
2022-02-05,Mississippi,1734760,1497532
2022-02-06,Mississippi,1734960,1497626
2022-02-07,Mississippi,1735013,1497660
2022-02-08,Mississippi,1736597,1499781
2022-02-09,Mississippi,1737306,1500661
2022-02-10,Mississippi,1738202,1501718
2022-02-11,Mississippi,1739141,1502866
2022-02-12,Mississippi,1740168,1503904
2022-02-13,Mississippi,1740238,1503951
2022-02-14,Mississippi,1740296,1503962
2022-02-15,Mississippi,1742013,1505799
2022-02-16,Mississippi,1742659,1506419
2022-02-17,Mississippi,1743096,1506969
2022-02-18,Mississippi,1744732,1509327
2022-02-19,Mississippi,1745434,1510183
2022-02-20,Mississippi,1745434,
2022-02-21,Mississippi,1745434,
2022-02-22,Mississippi,1745611,1510295
2022-02-23,Mississippi,1747325,1512511
2022-02-24,Mississippi,1747941,1513239
2022-02-25,Mississippi,1748489,1514013
2022-02-26,Mississippi,1749104,1514831
2022-02-27,Mississippi,,
2022-02-28,Mississippi,1749314,1514990
2022-03-01,Mississippi,1750314,1516327
2022-03-02,Mississippi,1750781,1516971
2022-03-03,Mississippi,1751295,1517620
2022-03-04,Mississippi,1751870,1518512
2022-03-05,Mississippi,1752395,1519286
2022-03-06,Mississippi,1752443,1519316
2022-03-07,Mississippi,1752483,1519331
2022-03-08,Mississippi,1753435,1520560
2022-03-09,Mississippi,1753950,1521149
2022-03-10,Mississippi,1754574,1521806
2022-03-11,Mississippi,1755238,1522654
2022-03-12,Mississippi,1755762,1523379
2022-03-13,Mississippi,1755804,1523402
2022-03-14,Mississippi,1755845,1523413
2022-03-15,Mississippi,1756685,1524692
2022-03-16,Mississippi,1757143,1525309
2022-03-17,Mississippi,1757754,1526028
2022-03-18,Mississippi,1758341,1526622
2022-03-19,Mississippi,1758936,1527203
2022-03-20,Mississippi,1758982,1527237
2022-03-21,Mississippi,1759004,1527249
2022-03-22,Mississippi,1759669,1527991
2022-03-23,Mississippi,1760569,1529005
2022-03-24,Mississippi,1760958,1529426
2022-03-25,Mississippi,1761418,1529860
2022-03-26,Mississippi,1761793,1530266
2022-03-27,Mississippi,1761847,1530283
2022-03-28,Mississippi,1761875,1530289
2022-03-29,Mississippi,1762526,1531028
2022-03-30,Mississippi,1762854,1531375
2022-03-31,Mississippi,1762960,1531437
2022-04-01,Mississippi,1763600,1532088
2022-04-02,Mississippi,1763940,1532494
2022-04-03,Mississippi,1763984,1532516
2022-04-04,Mississippi,1764021,1532525
2022-04-05,Mississippi,1764761,1533333
2022-04-06,Mississippi,1765015,1533651
2022-04-07,Mississippi,1765378,1534018
2022-04-08,Mississippi,1765758,1534425
2022-04-09,Mississippi,1766178,1534854
2022-04-10,Mississippi,1766237,1534877
2022-04-11,Mississippi,1766272,1534889
2022-04-12,Mississippi,1766366,1534948
2022-04-13,Mississippi,1767220,1535967
2022-04-14,Mississippi,1767657,1536426
2022-04-15,Mississippi,1767780,1536498
2022-04-16,Mississippi,,
2022-04-17,Mississippi,1768574,1537386
2022-04-18,Mississippi,1768601,1537397
2022-04-19,Mississippi,1769187,1537950
2022-04-20,Mississippi,1769503,1538298
2022-04-21,Mississippi,1770004,1538859
2022-04-22,Mississippi,1770004,
2022-04-23,Mississippi,1770895,1539711
2022-04-24,Mississippi,1770964,1539752
2022-04-25,Mississippi,1771004,1539765
2022-04-26,Mississippi,1771069,1539807
2022-04-27,Mississippi,1771932,1540787
2022-04-28,Mississippi,1771932,
2022-04-29,Mississippi,1772800,1541602
2022-04-30,Mississippi,1773208,1542003
2022-05-01,Mississippi,1773260,1542028
2022-05-02,Mississippi,1773298,1542037
2022-05-03,Mississippi,1773774,1542554
2022-05-04,Mississippi,1774086,1542802
2022-05-05,Mississippi,1774490,1543186
2022-05-06,Mississippi,1774813,1543511
2022-05-07,Mississippi,1775104,1543837
2022-05-08,Mississippi,1775144,1543855
2022-05-09,Mississippi,1775165,1543857
2022-05-10,Mississippi,1775696,1544415
2022-05-11,Mississippi,,
2022-05-12,Mississippi,1776295,1545007
2022-05-13,Mississippi,1776631,1545314
2022-05-14,Mississippi,1776976,1545657
2022-05-15,Mississippi,1777021,1545688
2022-05-16,Mississippi,1777049,1545698
2022-05-17,Mississippi,1777592,1546195
2022-05-18,Mississippi,1777908,1546452
2022-05-19,Mississippi,1778013,1546512
2022-05-20,Mississippi,1778724,1547247
2022-05-21,Mississippi,1779161,1547604
2022-05-22,Mississippi,1779230,1547637
2022-05-23,Mississippi,1779258,1547646
2022-05-24,Mississippi,1779841,1548181
2022-05-25,Mississippi,1780147,1548439
2022-05-26,Mississippi,1780605,1548810
2022-05-27,Mississippi,1780673,1548858
2022-05-28,Mississippi,1780673,
2022-05-29,Mississippi,1780673,
2022-05-30,Mississippi,1781439,
2022-05-31,Mississippi,1781439,1549549
2022-06-01,Mississippi,1782008,1550051
2022-06-02,Mississippi,1782209,1550245
2022-06-03,Mississippi,1782551,1550572
2022-06-04,Mississippi,1782840,1550862
2022-06-05,Mississippi,1782869,1550869
2022-06-06,Mississippi,1782931,1550896
2022-06-07,Mississippi,1783396,1551363
2022-06-08,Mississippi,1783650,1551612
2022-06-09,Mississippi,1784006,1551904
2022-06-10,Mississippi,1784342,1552206
2022-06-11,Mississippi,1784667,1552512
2022-06-12,Mississippi,1784698,1552526
2022-06-13,Mississippi,1784712,1552537
2022-06-14,Mississippi,1785305,1553049
2022-06-15,Mississippi,1785552,1553269
2022-06-16,Mississippi,1785894,1553558
2022-06-17,Mississippi,1785894,
2022-06-18,Mississippi,1785894,
2022-06-19,Mississippi,1785894,
2022-06-20,Mississippi,1785894,
2022-06-21,Mississippi,1785894,
2022-06-22,Mississippi,1787071,1554592
2022-06-23,Mississippi,1787071,
2022-06-24,Mississippi,1787071,
2022-06-25,Mississippi,1787071,
2022-06-26,Mississippi,1787071,
2022-06-27,Mississippi,1787071,
2022-06-28,Mississippi,1787071,
2022-06-29,Mississippi,1790553,1556422
2022-06-30,Mississippi,1790553,
2022-07-01,Mississippi,1790553,
2022-07-02,Mississippi,1790553,
2022-07-03,Mississippi,1790553,
2022-07-04,Mississippi,1790553,
2022-07-05,Mississippi,1790553,
2022-07-06,Mississippi,1792115,1557621
2022-07-07,Mississippi,1792115,
2022-07-08,Mississippi,1792115,
2022-07-09,Mississippi,1792115,
2022-07-10,Mississippi,1792115,
2022-07-11,Mississippi,1792115,
2022-07-12,Mississippi,1792115,
2022-07-13,Mississippi,1795831,1561513
2022-07-14,Mississippi,1795831,
2022-07-15,Mississippi,1795831,
2022-07-16,Mississippi,1795831,
2022-07-17,Mississippi,1795831,
2022-07-18,Mississippi,1795831,
2022-07-19,Mississippi,1795831,
2022-07-20,Mississippi,1798371,1563511
2022-07-21,Mississippi,1798371,
2022-07-22,Mississippi,1798371,
2022-07-23,Mississippi,1798371,
2022-07-24,Mississippi,1798371,
2022-07-25,Mississippi,1798371,
2022-07-26,Mississippi,1798371,
2022-07-27,Mississippi,1800476,1565034
2022-07-28,Mississippi,1800476,
2022-07-29,Mississippi,1800476,
2022-07-30,Mississippi,1800476,
2022-07-31,Mississippi,1800476,
2022-08-01,Mississippi,1800476,
2022-08-02,Mississippi,1800476,
2022-08-03,Mississippi,1803879,1567772
2022-08-04,Mississippi,1803879,
2022-08-05,Mississippi,1803879,
2022-08-06,Mississippi,1803879,
2022-08-07,Mississippi,1803879,
2022-08-08,Mississippi,1803879,
2022-08-09,Mississippi,1803879,
2022-08-10,Mississippi,1806164,1571924
2022-08-11,Mississippi,1806164,
2022-08-12,Mississippi,1806164,
2022-08-13,Mississippi,1806164,
2022-08-14,Mississippi,1806164,
2022-08-15,Mississippi,1806164,
2022-08-16,Mississippi,1806164,
2022-08-17,Mississippi,1808037,1573464
2022-08-18,Mississippi,1808037,
2022-08-19,Mississippi,1808037,
2022-08-20,Mississippi,1808037,
2022-08-21,Mississippi,1808037,
2022-08-22,Mississippi,1808037,
2022-08-23,Mississippi,1808037,
2022-08-24,Mississippi,1809631,1574815
2022-08-25,Mississippi,1809631,
2022-08-26,Mississippi,1809631,
2022-08-27,Mississippi,1809631,
2022-08-28,Mississippi,1809631,
2022-08-29,Mississippi,1809631,
2022-08-30,Mississippi,1809631,
2022-08-31,Mississippi,1811293,1576362
2022-09-01,Mississippi,1811293,
2022-09-02,Mississippi,1811293,
2022-09-03,Mississippi,1811293,
2022-09-04,Mississippi,1811293,
2022-09-05,Mississippi,1811293,
2022-09-06,Mississippi,1811293,
2022-09-07,Mississippi,1812076,1577047
2022-09-08,Mississippi,1812076,
2022-09-09,Mississippi,1812076,
2022-09-10,Mississippi,1812076,
2022-09-11,Mississippi,1812076,
2022-09-12,Mississippi,1812076,
2022-09-13,Mississippi,1812076,
2022-09-14,Mississippi,1813319,1578101
2022-09-15,Mississippi,1813319,
2022-09-16,Mississippi,1813319,
2022-09-17,Mississippi,1813319,
2022-09-18,Mississippi,1813319,
2022-09-19,Mississippi,1813319,
2022-09-20,Mississippi,1813319,
2022-09-21,Mississippi,1814577,1579225
2022-09-22,Mississippi,1814577,
2022-09-23,Mississippi,1814577,
2022-09-24,Mississippi,1814577,
2022-09-25,Mississippi,1814577,
2022-09-26,Mississippi,1814577,
2022-09-27,Mississippi,1814577,
2022-09-28,Mississippi,1815548,1580025
2022-09-29,Mississippi,1815548,
2022-09-30,Mississippi,1815548,
2022-10-01,Mississippi,1815548,
2022-10-02,Mississippi,1815548,
2022-10-03,Mississippi,1815548,
2022-10-04,Mississippi,1815548,
2022-10-05,Mississippi,1817047,1583174
2022-10-06,Mississippi,1817047,
2022-10-07,Mississippi,1817047,
2022-10-08,Mississippi,1817047,
2022-10-09,Mississippi,1817047,
2022-10-10,Mississippi,1817047,
2022-10-11,Mississippi,1817047,
2022-10-12,Mississippi,1817797,1583673
2022-10-13,Mississippi,1817797,
2022-10-14,Mississippi,1817797,
2022-10-15,Mississippi,1817797,
2022-10-16,Mississippi,1817797,
2022-10-17,Mississippi,1817797,
2022-10-18,Mississippi,1817797,
2022-10-19,Mississippi,1819117,1584833
2022-10-20,Mississippi,1819117,
2022-10-21,Mississippi,1819117,
2022-10-22,Mississippi,1819117,
2022-10-23,Mississippi,1819117,
2022-10-24,Mississippi,1819117,
2022-10-25,Mississippi,1819117,
2022-10-26,Mississippi,1820679,1586170
2022-10-27,Mississippi,1820679,
2022-10-28,Mississippi,1820679,
2022-10-29,Mississippi,1820679,
2022-10-30,Mississippi,1820679,
2022-10-31,Mississippi,1820679,
2022-11-01,Mississippi,1820679,
2022-11-02,Mississippi,1822277,1587521
2022-11-03,Mississippi,1822277,
2022-11-04,Mississippi,1822277,
2022-11-05,Mississippi,1822277,
2022-11-06,Mississippi,1822277,
2022-11-07,Mississippi,1822277,
2022-11-08,Mississippi,1822277,
2022-11-09,Mississippi,1824138,1589049
2021-01-12,Rhode Island,35385,4141
2021-01-13,Rhode Island,36489,5490
2021-01-14,Rhode Island,38000,
2021-01-15,Rhode Island,39381,8156
2021-01-16,Rhode Island,39381,
2021-01-17,Rhode Island,39381,
2021-01-18,Rhode Island,39381,
2021-01-19,Rhode Island,44164,9902
2021-01-20,Rhode Island,45904,10696
2021-01-21,Rhode Island,47859,11136
2021-01-22,Rhode Island,49932,12023
2021-01-23,Rhode Island,50650,12580
2021-01-24,Rhode Island,54287,13260
2021-01-25,Rhode Island,56751,13649
2021-01-26,Rhode Island,58097,14148
2021-01-27,Rhode Island,59853,16410
2021-01-28,Rhode Island,61554,18562
2021-01-29,Rhode Island,63263,20321
2021-01-30,Rhode Island,65668,22401
2021-01-31,Rhode Island,67744,23408
2021-02-01,Rhode Island,68779,25435
2021-02-02,Rhode Island,73486,26027
2021-02-03,Rhode Island,74473,26973
2021-02-04,Rhode Island,75963,27884
2021-02-05,Rhode Island,77940,28979
2021-02-06,Rhode Island,81085,30711
2021-02-07,Rhode Island,83326,33699
2021-02-08,Rhode Island,85037,35402
2021-02-09,Rhode Island,86264,35770
2021-02-10,Rhode Island,87862,37051
2021-02-11,Rhode Island,89723,38158
2021-02-12,Rhode Island,91809,40051
2021-02-13,Rhode Island,95258,41591
2021-02-14,Rhode Island,97380,43717
2021-02-15,Rhode Island,,
2021-02-16,Rhode Island,100448,46511
2021-02-17,Rhode Island,103283,48089
2021-02-18,Rhode Island,108152,51711
2021-02-19,Rhode Island,124576,57064
2021-02-20,Rhode Island,131246,59553
2021-02-21,Rhode Island,136915,61609
2021-02-22,Rhode Island,143885,62287
2021-02-23,Rhode Island,148517,63455
2021-02-24,Rhode Island,154012,64774
2021-02-25,Rhode Island,160880,66168
2021-02-26,Rhode Island,167665,67700
2021-02-27,Rhode Island,176107,69910
2021-02-28,Rhode Island,183254,73919
2021-03-01,Rhode Island,192198,77763
2021-03-02,Rhode Island,196835,79532
2021-03-03,Rhode Island,201965,81394
2021-03-04,Rhode Island,208621,82946
2021-03-05,Rhode Island,215497,85952
2021-03-06,Rhode Island,222457,88932
2021-03-07,Rhode Island,229095,91305
2021-03-08,Rhode Island,234708,93178
2021-03-09,Rhode Island,240963,94332
2021-03-10,Rhode Island,246202,97198
2021-03-11,Rhode Island,252545,101364
2021-03-12,Rhode Island,258664,104330
2021-03-13,Rhode Island,263449,108252
2021-03-14,Rhode Island,267498,111247
2021-03-15,Rhode Island,276994,117146
2021-03-16,Rhode Island,283670,119774
2021-03-17,Rhode Island,286139,123688
2021-03-18,Rhode Island,290175,128504
2021-03-19,Rhode Island,293953,138714
2021-03-20,Rhode Island,299515,148748
2021-03-21,Rhode Island,305815,157270
2021-03-22,Rhode Island,310605,167542
2021-03-23,Rhode Island,314642,175119
2021-03-24,Rhode Island,317684,180299
2021-03-25,Rhode Island,321271,186246
2021-03-26,Rhode Island,324894,192575
2021-03-27,Rhode Island,326997,198769
2021-03-28,Rhode Island,331853,205007
2021-03-29,Rhode Island,336637,212922
2021-03-30,Rhode Island,345689,218881
2021-03-31,Rhode Island,349215,221888
2021-04-01,Rhode Island,351275,227282
2021-04-02,Rhode Island,360199,235663
2021-04-03,Rhode Island,364970,243536
2021-04-04,Rhode Island,372419,251655
2021-04-05,Rhode Island,380555,259292
2021-04-06,Rhode Island,389410,263821
2021-04-07,Rhode Island,392794,268487
2021-04-08,Rhode Island,399063,275166
2021-04-09,Rhode Island,403738,280240
2021-04-10,Rhode Island,412815,287291
2021-04-11,Rhode Island,420639,297589
2021-04-12,Rhode Island,429419,304112
2021-04-13,Rhode Island,443001,311996
2021-04-14,Rhode Island,446220,316219
2021-04-15,Rhode Island,452697,322059
2021-04-16,Rhode Island,461877,326821
2021-04-17,Rhode Island,467574,330605
2021-04-18,Rhode Island,475139,334820
2021-04-19,Rhode Island,483265,338292
2021-04-20,Rhode Island,492895,341923
2021-04-21,Rhode Island,495955,345231
2021-04-22,Rhode Island,503512,348690
2021-04-23,Rhode Island,510243,352039
2021-04-24,Rhode Island,520408,357627
2021-04-25,Rhode Island,528807,362965
2021-04-26,Rhode Island,536864,367273
2021-04-27,Rhode Island,546687,370331
2021-04-28,Rhode Island,549164,374665
2021-04-29,Rhode Island,551411,378325
2021-04-30,Rhode Island,556126,387339
2021-05-01,Rhode Island,561055,393974
2021-05-02,Rhode Island,564534,400124
2021-05-03,Rhode Island,566581,404012
2021-05-04,Rhode Island,567918,409424
2021-05-05,Rhode Island,569788,411681
2021-05-06,Rhode Island,572337,415637
2021-05-07,Rhode Island,574599,424191
2021-05-08,Rhode Island,577826,429851
2021-05-09,Rhode Island,582139,436478
2021-05-10,Rhode Island,585277,441665
2021-05-11,Rhode Island,587319,450262
2021-05-12,Rhode Island,589180,453167
2021-05-13,Rhode Island,591296,460011
2021-05-14,Rhode Island,593817,471623
2021-05-15,Rhode Island,597301,481912
2021-05-16,Rhode Island,601520,491332
2021-05-17,Rhode Island,604806,498493
2021-05-18,Rhode Island,607256,505752
2021-05-19,Rhode Island,609063,508155
2021-05-20,Rhode Island,613623,513205
2021-05-21,Rhode Island,617140,517581
2021-05-22,Rhode Island,622575,522443
2021-05-23,Rhode Island,625771,526132
2021-05-24,Rhode Island,629924,528534
2021-05-25,Rhode Island,630987,529682
2021-05-26,Rhode Island,633106,531736
2021-05-27,Rhode Island,636602,536009
2021-05-28,Rhode Island,639228,539299
2021-05-29,Rhode Island,642092,542834
2021-05-30,Rhode Island,644533,545968
2021-05-31,Rhode Island,,
2021-06-01,Rhode Island,646437,548366
2021-06-02,Rhode Island,648078,549970
2021-06-03,Rhode Island,649761,552367
2021-06-04,Rhode Island,651240,554711
2021-06-05,Rhode Island,653575,559040
2021-06-06,Rhode Island,653852,559384
2021-06-07,Rhode Island,657368,565845
2021-06-08,Rhode Island,658185,567659
2021-06-09,Rhode Island,659375,569845
2021-06-10,Rhode Island,659532,570000
2021-06-11,Rhode Island,661100,573852
2021-06-12,Rhode Island,662264,578327
2021-06-13,Rhode Island,664618,584049
2021-06-14,Rhode Island,666384,587390
2021-06-15,Rhode Island,667199,590495
2021-06-16,Rhode Island,667269,590578
2021-06-17,Rhode Island,670583,597441
2021-06-18,Rhode Island,672094,600542
2021-06-19,Rhode Island,673280,602427
2021-06-20,Rhode Island,673383,602530
2021-06-21,Rhode Island,675573,607185
2021-06-22,Rhode Island,676063,608186
2021-06-23,Rhode Island,677042,609441
2021-06-24,Rhode Island,678329,611525
2021-06-25,Rhode Island,679261,613144
2021-06-26,Rhode Island,680492,615250
2021-06-27,Rhode Island,681690,618016
2021-06-28,Rhode Island,682871,621971
2021-06-29,Rhode Island,683333,622705
2021-06-30,Rhode Island,684276,623797
2021-07-01,Rhode Island,685515,625477
2021-07-02,Rhode Island,686515,626835
2021-07-03,Rhode Island,686889,627261
2021-07-04,Rhode Island,687840,628408
2021-07-05,Rhode Island,,
2021-07-06,Rhode Island,688993,629683
2021-07-07,Rhode Island,689190,629893
2021-07-08,Rhode Island,690076,631171
2021-07-09,Rhode Island,691039,632494
2021-07-10,Rhode Island,691950,633445
2021-07-11,Rhode Island,692822,634546
2021-07-12,Rhode Island,693578,635432
2021-07-13,Rhode Island,694078,635990
2021-07-14,Rhode Island,694787,636712
2021-07-15,Rhode Island,695745,637844
2021-07-16,Rhode Island,696669,638838
2021-07-17,Rhode Island,697578,639822
2021-07-18,Rhode Island,698364,640746
2021-07-19,Rhode Island,699030,641412
2021-07-20,Rhode Island,699536,641930
2021-07-21,Rhode Island,700241,642602
2021-07-22,Rhode Island,701411,643774
2021-07-23,Rhode Island,702499,644669
2021-07-24,Rhode Island,703706,645438
2021-07-25,Rhode Island,704752,646326
2021-07-26,Rhode Island,705629,646941
2021-07-27,Rhode Island,706269,647300
2021-07-28,Rhode Island,707174,647856
2021-07-29,Rhode Island,708882,648934
2021-07-30,Rhode Island,712633,650713
2021-07-31,Rhode Island,713873,651498
2021-08-01,Rhode Island,715048,652187
2021-08-02,Rhode Island,716037,652871
2021-08-03,Rhode Island,716653,653324
2021-08-04,Rhode Island,717532,653856
2021-08-05,Rhode Island,721067,655569
2021-08-06,Rhode Island,722429,656423
2021-08-07,Rhode Island,723610,657237
2021-08-08,Rhode Island,725015,658114
2021-08-09,Rhode Island,726004,658743
2021-08-10,Rhode Island,728730,659926
2021-08-11,Rhode Island,729707,660680
2021-08-12,Rhode Island,730689,661483
2021-08-13,Rhode Island,731949,662445
2021-08-14,Rhode Island,733491,663552
2021-08-15,Rhode Island,733568,663595
2021-08-16,Rhode Island,736464,665619
2021-08-17,Rhode Island,737115,666007
2021-08-18,Rhode Island,738463,669386
2021-08-19,Rhode Island,741614,671497
2021-08-20,Rhode Island,742815,672564
2021-08-21,Rhode Island,745043,674257
2021-08-22,Rhode Island,746267,675249
2021-08-23,Rhode Island,747232,676095
2021-08-24,Rhode Island,747792,676631
2021-08-25,Rhode Island,749747,678617
2021-08-26,Rhode Island,751101,679825
2021-08-27,Rhode Island,752513,681128
2021-08-28,Rhode Island,754639,682956
2021-08-29,Rhode Island,755861,684030
2021-08-30,Rhode Island,756887,684934
2021-08-31,Rhode Island,757546,685619
2021-09-01,Rhode Island,760425,687906
2021-09-02,Rhode Island,761804,688973
2021-09-03,Rhode Island,764007,690495
2021-09-04,Rhode Island,765296,691541
2021-09-05,Rhode Island,765296,
2021-09-06,Rhode Island,765296,
2021-09-07,Rhode Island,768150,694145
2021-09-08,Rhode Island,770577,695943
2021-09-09,Rhode Island,771279,696628
2021-09-10,Rhode Island,772515,697892
2021-09-11,Rhode Island,773784,699077
2021-09-12,Rhode Island,775012,700151
2021-09-13,Rhode Island,776024,701123
2021-09-14,Rhode Island,776577,701682
2021-09-15,Rhode Island,779273,703819
2021-09-16,Rhode Island,780417,704928
2021-09-17,Rhode Island,782161,706659
2021-09-18,Rhode Island,783803,708220
2021-09-19,Rhode Island,784743,709367
2021-09-20,Rhode Island,785538,710367
2021-09-21,Rhode Island,786016,711015
2021-09-22,Rhode Island,787298,712328
2021-09-23,Rhode Island,789844,715126
2021-09-24,Rhode Island,791546,716839
2021-09-25,Rhode Island,792604,718295
2021-09-26,Rhode Island,793520,719514
2021-09-27,Rhode Island,794267,720407
2021-09-28,Rhode Island,794842,720999
2021-09-29,Rhode Island,796301,722296
2021-09-30,Rhode Island,797418,723162
2021-10-01,Rhode Island,798143,723947
2021-10-02,Rhode Island,798988,724952
2021-10-03,Rhode Island,800596,726681
2021-10-04,Rhode Island,801991,728323
2021-10-05,Rhode Island,802472,728787
2021-10-06,Rhode Island,804581,730908
2021-10-07,Rhode Island,805240,731457
2021-10-08,Rhode Island,806391,732505
2021-10-09,Rhode Island,807568,733694
2021-10-10,Rhode Island,807568,
2021-10-11,Rhode Island,807568,
2021-10-12,Rhode Island,809213,735314
2021-10-13,Rhode Island,809994,736100
2021-10-14,Rhode Island,810901,737045
2021-10-15,Rhode Island,812166,738269
2021-10-16,Rhode Island,813128,739331
2021-10-17,Rhode Island,813960,740237
2021-10-18,Rhode Island,814518,740878
2021-10-19,Rhode Island,814937,741236
2021-10-20,Rhode Island,815705,742032
2021-10-21,Rhode Island,816489,742780
2021-10-22,Rhode Island,818655,744798
2021-10-23,Rhode Island,819423,745471
2021-10-24,Rhode Island,820184,746085
2021-10-25,Rhode Island,820653,746384
2021-10-26,Rhode Island,822076,747507
2021-10-27,Rhode Island,823089,748116
2021-10-28,Rhode Island,824586,748968
2021-10-29,Rhode Island,825573,749548
2021-10-30,Rhode Island,827389,750690
2021-10-31,Rhode Island,828526,751359
2021-11-01,Rhode Island,829411,751862
2021-11-02,Rhode Island,829938,752193
2021-11-03,Rhode Island,831503,753140
2021-11-04,Rhode Island,832812,753884
2021-11-05,Rhode Island,833615,754331
2021-11-06,Rhode Island,834950,755040
2021-11-07,Rhode Island,836531,755703
2021-11-08,Rhode Island,838375,756337
2021-11-09,Rhode Island,839687,756788
2021-11-10,Rhode Island,840830,757117
2021-11-11,Rhode Island,,
2021-11-12,Rhode Island,846789,758546
2021-11-13,Rhode Island,848399,758894
2021-11-14,Rhode Island,850683,759530
2021-11-15,Rhode Island,853142,759899
2021-11-16,Rhode Island,855990,760573
2021-11-17,Rhode Island,857759,760979
2021-11-18,Rhode Island,861102,761791
2021-11-19,Rhode Island,863763,762444
2021-11-20,Rhode Island,866244,763190
2021-11-21,Rhode Island,868641,763755
2021-11-22,Rhode Island,870204,764158
2021-11-23,Rhode Island,871428,764559
2021-11-24,Rhode Island,873059,765072
2021-11-25,Rhode Island,873059,
2021-11-26,Rhode Island,873059,
2021-11-27,Rhode Island,873059,
2021-11-28,Rhode Island,873059,
2021-11-29,Rhode Island,878795,767741
2021-11-30,Rhode Island,881393,768877
2021-12-01,Rhode Island,883284,770130
2021-12-02,Rhode Island,885333,771645
2021-12-03,Rhode Island,887145,774555
2021-12-04,Rhode Island,889841,776826
2021-12-05,Rhode Island,891334,778258
2021-12-06,Rhode Island,892690,780269
2021-12-07,Rhode Island,895856,782906
2021-12-08,Rhode Island,897796,784995
2021-12-09,Rhode Island,900532,787165
2021-12-10,Rhode Island,903316,789244
2021-12-11,Rhode Island,905900,791375
2021-12-12,Rhode Island,907511,792629
2021-12-13,Rhode Island,908679,793871
2021-12-14,Rhode Island,910891,795400
2021-12-15,Rhode Island,912694,796456
2021-12-16,Rhode Island,914997,797750
2021-12-17,Rhode Island,917214,799043
2021-12-18,Rhode Island,919861,800337
2021-12-19,Rhode Island,921585,801006
2021-12-20,Rhode Island,923117,801675
2021-12-21,Rhode Island,926018,802940
2021-12-22,Rhode Island,928021,803760
2021-12-23,Rhode Island,929695,804503
2021-12-24,Rhode Island,929695,
2021-12-25,Rhode Island,929695,
2021-12-26,Rhode Island,929695,
2021-12-27,Rhode Island,933738,806191
2021-12-28,Rhode Island,938197,807655
2021-12-29,Rhode Island,939899,808574
2021-12-30,Rhode Island,942667,809908
2021-12-31,Rhode Island,942667,
2022-01-01,Rhode Island,942667,
2022-01-02,Rhode Island,942667,
2022-01-03,Rhode Island,942667,
2022-01-04,Rhode Island,949464,813158
2022-01-05,Rhode Island,952476,814515
2022-01-06,Rhode Island,955179,815706
2022-01-07,Rhode Island,956850,816505
2022-01-08,Rhode Island,958375,817272
2022-01-09,Rhode Island,959467,817886
2022-01-10,Rhode Island,960700,818748
2022-01-11,Rhode Island,961320,819018
2022-01-12,Rhode Island,967000,821370
2022-01-13,Rhode Island,969386,822567
2022-01-14,Rhode Island,971353,823560
2022-01-15,Rhode Island,972598,824260
2022-01-16,Rhode Island,972598,
2022-01-17,Rhode Island,972598,
2022-01-18,Rhode Island,975425,825391
2022-01-19,Rhode Island,975425,
2022-01-20,Rhode Island,989542,827347
2022-01-21,Rhode Island,991614,828788
2022-01-22,Rhode Island,992632,829521
2022-01-23,Rhode Island,993404,830180
2022-01-24,Rhode Island,994099,830569
2022-01-25,Rhode Island,996328,831755
2022-01-26,Rhode Island,997630,832578
2022-01-27,Rhode Island,998660,833488
2022-01-28,Rhode Island,999865,834592
2022-01-29,Rhode Island,1000881,835772
2022-01-30,Rhode Island,1001556,836362
2022-01-31,Rhode Island,1001868,836614
2022-02-01,Rhode Island,1002735,837505
2022-02-02,Rhode Island,1003584,838402
2022-02-03,Rhode Island,1004626,839373
2022-02-04,Rhode Island,1005477,840314
2022-02-05,Rhode Island,1006385,841428
2022-02-06,Rhode Island,1006558,841606
2022-02-07,Rhode Island,1006599,841624
2022-02-08,Rhode Island,1007946,842993
2022-02-09,Rhode Island,1008794,843875
2022-02-10,Rhode Island,1009293,844435
2022-02-11,Rhode Island,1009753,845053
2022-02-12,Rhode Island,1010187,845615
2022-02-13,Rhode Island,1010567,846119
2022-02-14,Rhode Island,1010900,846587
2022-02-15,Rhode Island,1012749,848281
2022-02-16,Rhode Island,1013486,849001
2022-02-17,Rhode Island,1014711,849574
2022-02-18,Rhode Island,1015451,850332
2022-02-19,Rhode Island,1016090,850948
2022-02-20,Rhode Island,1016090,
2022-02-21,Rhode Island,1016090,
2022-02-22,Rhode Island,1017593,852304
2022-02-23,Rhode Island,1018001,852675
2022-02-24,Rhode Island,1018609,853229
2022-02-25,Rhode Island,1018955,853771
2022-02-26,Rhode Island,1019541,854220
2022-02-27,Rhode Island,1019541,
2022-02-28,Rhode Island,1020192,854479
2022-03-01,Rhode Island,1021194,855078
2022-03-02,Rhode Island,1021560,855340
2022-03-03,Rhode Island,1022290,855802
2022-03-04,Rhode Island,1022815,856192
2022-03-05,Rhode Island,1023244,856562
2022-03-06,Rhode Island,1023556,856838
2022-03-07,Rhode Island,1023801,857050
2022-03-08,Rhode Island,1024402,857538
2022-03-09,Rhode Island,1024816,857860
2022-03-10,Rhode Island,1025223,858254
